,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_home_val_transformed
1464,IA,Male,202.0,47,12,C3,15.0,-1.1595949214663033
1465,CA,Male,341.0,45,11,C2,20.0,0.8881916058747458
1466,NC,Male,543.0,51,15,T1,15.0,0.34440287867624764
1467,MN,Male,469.0,83,8,T2,10.0,-0.2746301930874805
1468,NC,Male,287.0,81,5,T2,5.0,-0.706070663033829
1469,CA,Male,343.0,50,5,T1,5.0,0.011328863809436988
1470,OR,Female,367.0,41,7,T2,10.0,-0.14755272204351555
1471,TX,U,818.0,56,18,S1,30.0,0.6388895651638328
1472,CA,Female,516.0,45,5,C2,5.0,1.4316872367834244
1473,CA,Male,872.0,37,6,U1,15.0,2.247154434974952
1474,NC,U,503.0,56,8,C1,14.0,-0.1610175676762156
1475,CA,Female,308.0,43,18,U4,25.0,0.5154090506326267
1476,LA,Female,317.0,67,11,T2,12.0,-0.8131609192984958
1477,IN,Male,445.0,65,7,C2,15.0,-0.7125329067895404
1478,CA,Female,264.0,32,12,T2,50.0,-0.1610175676762156
1479,CA,Male,469.0,33,6,S2,5.0,1.0394910514467937
1480,CA,Female,313.0,45,4,T2,13.0,-0.22226547093138246
1481,OR,Female,324.0,53,12,R2,15.0,-0.47772605905668103
1482,NM,Male,341.0,44,20,R2,20.0,-0.6225616021524494
1483,CA,Female,372.0,66,25,T2,20.0,0.5869744681994539
1484,CA,Male,597.0,59,6,S1,10.0,1.8384319160377036
1485,CA,U,614.0,50,11,S1,35.0,2.8123356840632194
1486,NC,U,511.0,61,16,T1,19.0,0.7295830431877475
1487,KS,Female,251.0,72,2,T2,6.0,-1.4905677000262614
1488,GA,Male,402.0,87,13,T2,16.0,-0.3711212464192138
1489,TX,Male,547.0,51,12,U1,15.0,-0.4906648233427791
1490,SD,Female,329.0,57,5,T2,5.0,-1.5467763575252953
1491,KY,Male,636.0,52,6,S1,12.0,0.2387740191275111
1492,OR,Male,326.0,36,19,R2,20.0,-0.1715685319374493
1493,FL,Female,312.0,26,7,S2,12.0,-0.39533954809133603
1494,OR,Male,328.0,58,5,R2,12.0,-0.4288305312721581
1495,NC,Male,866.0,54,11,C1,12.5,1.3800833313615435
1496,CA,Female,490.0,38,10,U2,14.0,1.0586677142214576
1497,CA,Female,303.0,66,20,U3,20.0,0.12252314186963693
1498,Arizona,Male,361.0,42,11,U2,20.0,-0.5206640477239644
1499,Arizona,Male,387.0,10,15,C2,15.0,-0.1005643172786422
1500,WI,U,375.0,66,8,S3,15.0,-0.765310838150623
1501,IN,Male,360.0,77,10,R2,14.0,-0.29411093030880936
1502,TN,Male,292.0,78,9,R2,10.0,-0.8108450535726679
1503,WI,Female,375.0,49,5,C2,10.0,-1.0096050775710552
1504,MI,Male,704.0,68,25,S1,25.0,0.3665529865857094
1505,TN,Male,269.0,76,10,R3,10.0,-1.2084977950847426
1506,IL,Male,473.0,79,10,S2,17.0,0.22212629623846739
1507,OR,Male,500.0,32,15,C1,10.0,0.17734285096361926
1508,IL,Female,420.0,64,26,U2,20.0,-0.0732929453247614
1509,IA,Male,387.0,83,4,R2,5.0,-0.6245919090904313
1510,GA,Female,558.0,65,15,T2,20.0,0.18101753498626522
1511,AL,Female,287.0,71,37,C3,20.0,-0.9443317923244761
1512,OR,Male,318.0,47,20,C1,30.0,-0.22226547093138246
1513,AL,Female,277.0,92,10,R3,25.0,-1.0448457636487039
1514,SC,Male,373.0,69,3,T2,3.0,-0.4758866911302522
1515,FL,Female,373.0,45,11,U3,23.0,-0.5570880686073313
1516,NC,U,479.0,60,13,T1,15.0,-0.03530215307647194
1517,KY,Male,359.0,76,9,S2,13.0,-0.41994579005592064
1518,CA,Female,710.0,52,6,S1,13.0,1.2804616060281206
1519,FL,Female,462.0,10,11,C1,17.0,0.06588017861127927
1520,TX,Male,471.0,73,11,R1,15.0,0.1464109493494987
1521,GA,Female,319.0,81,7,R3,10.0,-0.8723433383083242
1522,CA,Female,748.0,38,10,U1,10.0,2.608996636640827
1523,KS,Female,356.0,62,12,C3,20.0,-1.081048395049642
1524,CA,Male,228.0,57,5,R3,5.0,-0.8531295386003706
1525,CA,Male,482.0,53,5,T2,7.0,1.0448790573239415
1526,CO,Female,457.0,47,6,S1,10.0,0.0394914715199048
1527,TX,Female,457.0,37,4,U1,20.0,-0.4449547206368247
1528,IL,Male,539.0,68,8,C1,25.0,0.564413898299286
1529,IN,Female,307.0,76,15,T3,5.0,-1.055879764451308
1530,HI,Female,722.0,68,20,S1,5.0,2.066426889745129
1531,OR,Male,321.0,42,7,R2,15.0,-0.30394270488663794
1532,NC,U,575.0,55,17,C1,15.0,0.19077854841725783
1533,CO,Male,668.0,36,7,C1,15.0,0.6102267722970899
1534,CA,Female,439.0,53,13,S1,20.0,1.5823899356492332
1535,WA,U,793.0,46,10,S1,15.0,1.9514856358779908
1536,MN,Female,335.0,69,8,T2,10.0,-0.6553904922703487
1537,NM,Male,678.0,18,11,R2,23.0,0.49604910075722003
1538,FL,Male,376.0,25,4,C1,7.0,-0.25857832880255766
1539,NC,U,326.0,86,20,T2,25.0,-0.7190244091553011
1540,FL,Female,496.0,27,11,T1,19.0,-0.057709215342130006
1541,CO,Female,400.0,49,5,R1,7.0,0.04612760588498026
1542,TX,Male,633.0,43,15,U1,10.0,-0.0036148515704403487
1543,OR,Male,259.0,61,7,R2,11.0,-0.3472769672021716
1544,CA,Female,332.0,45,5,U3,6.0,1.0099854710049134
1545,FL,Female,688.0,28,7,T1,11.0,0.6227014279125067
1546,IN,Female,346.0,88,5,T2,10.0,-1.0311810696009296
1547,CO,Female,518.0,34,7,T1,8.0,0.18956143930964
1548,TX,Female,237.0,57,14,T2,20.0,-1.1124794431370166
1549,IN,Female,357.0,74,13,S1,25.0,-0.3625631948386197
1550,SC,Male,320.0,85,10,R2,12.0,-0.8178041668023199
1551,IL,Male,363.0,69,3,U3,4.0,-0.5629216594922862
1552,FL,Female,791.0,16,14,U1,17.0,2.1119854531419953
1553,NC,U,419.0,75,25,T2,25.0,-0.2859645954008466
1554,IA,Male,405.0,67,4,R2,5.0,-0.5358921050074062
1555,OR,Female,720.0,33,7,S1,10.0,0.6150346083640272
1556,NC,U,356.0,59,9,R2,10.0,-0.14012046097809716
1557,FL,Male,497.0,41,10,S1,10.0,-0.09911758109306257
1558,MI,Female,511.0,81,9,S2,12.0,-0.21137641649841554
1559,TX,Female,396.0,65,12,U3,17.0,-0.6471136459346988
1560,CA,Male,709.0,53,10,S1,10.0,1.6703105027294713
1561,CA,Female,395.0,53,15,S2,35.0,1.062481124679988
1562,ID,Male,341.0,71,27,R3,40.0,-0.8820512613457141
1563,Arizona,Male,390.0,1,9,0,10.0,-0.11072757539091627
1564,TX,Male,385.0,72,10,R1,12.0,-0.14308926855026863
1565,SC,Female,464.0,62,6,T1,15.0,-0.23637604126057365
1566,FL,Female,495.0,24,9,S1,10.0,0.056691170205327115
1567,MO,Female,239.0,85,6,R3,10.0,-1.8409846052861334
1568,CO,Female,279.0,57,3,U3,3.0,-0.4999753430946983
1569,MN,Female,544.0,66,7,C2,11.0,-0.2379516459473993
1570,IL,Female,306.0,84,8,R2,10.0,-0.8388917657725647
1571,CO,Female,635.0,26,12,S1,20.0,0.48165126571052785
1572,IL,Female,487.0,73,11,C1,10.0,-0.5168811552003587
1573,CA,Female,945.0,49,10,S1,23.0,2.215427531191291
1574,CA,Female,514.0,67,6,T1,10.0,1.96103504429295
1575,KY,U,362.0,84,16,R2,29.0,-0.3642710186102954
1576,CA,Male,810.0,45,9,U1,15.0,2.895451279495983
1577,MO,Male,258.0,90,6,R2,3.0,-1.8409846052861334
1578,AR,Female,336.0,75,9,S1,15.0,-0.7103755897219355
1579,IL,Female,384.0,45,5,U3,11.0,-0.632741459859293
1580,CA,Female,536.0,63,13,S1,20.0,0.9576742588786405
1581,IL,Male,347.0,80,10,R2,10.0,-1.230496375888715
1582,AL,Female,590.0,41,5,T1,6.0,0.19563841960787043
1583,CA,Female,959.0,48,11,S1,13.0,2.629208301957156
1584,KY,Female,227.0,73,5,R3,7.0,-1.2888895464273054
1585,AR,Female,726.0,63,13,C1,20.0,0.1699698563296237
1586,WI,Female,404.0,79,4,C2,5.0,0.4068195486883924
1587,CA,Female,546.0,39,12,C2,17.0,1.7222043712815471
1588,SD,Male,253.0,55,8,C2,16.0,-0.7993227203895139
1589,MI,Female,420.0,72,6,C2,14.0,-0.5629216594922862
1590,TN,Female,267.0,84,12,R3,15.0,-0.9443317923244761
1591,TX,Female,205.0,60,13,U3,16.0,-0.5964204439105331
1592,MO,Female,233.0,78,13,R2,21.0,-1.1716469826328046
1593,OR,Female,457.0,53,7,S2,11.0,-0.241107556450314
1594,MI,Female,425.0,74,4,0,5.0,-0.122420956457279
1595,TN,Female,315.0,66,8,S3,18.25,-0.7856194205814357
1596,CA,Female,932.0,34,15,U1,5.25,2.629208301957156
1597,CA,Female,528.0,48,24,S1,25.0,1.4443944851875106
1598,MI,Male,421.0,79,20,S3,40.0,-0.721194798549768
1599,NV,Male,386.0,13,25,S2,25.0,0.10598376812996894
1600,TX,Male,578.0,54,20,S1,10.0,-0.22226547093138246
1601,CO,Male,428.0,53,20,S2,20.0,-0.2714067246069612
1602,GA,Female,850.0,48,3,S1,3.0,1.173656785555359
1603,IA,Female,703.0,66,4,C1,5.0,0.4303401363538988
1604,CA,Female,406.0,21,11,C2,15.0,0.3038217317866519
1605,CA,Female,1051.0,40,30,S1,100.0,2.8564867134216807
1606,NM,Female,341.0,47,8,T3,20.0,-0.4467568894648337
1607,CA,Male,420.0,46,14,U2,21.0,0.9399249825973
1608,IL,Male,453.0,78,8,U2,20.0,-0.014567971287116625
1609,CA,Female,468.0,57,20,U1,30.0,1.1628092765973834
1610,MO,Female,607.0,55,5,C1,5.0,0.3185837155478223
1611,CA,Female,226.0,50,8,C2,15.0,-0.3883810712414636
1612,CA,Female,186.0,21,4,U4,5.0,-4.179469891894217
1613,GA,Female,386.0,48,8,R2,9.0,-0.6450517741898251
1614,UT,Male,392.0,62,9,C2,10.0,-0.5474160765957039
1615,OR,Male,237.0,50,17,T2,20.0,-0.7586055592365714
1616,TX,Male,289.0,63,12,C3,10.0,-0.862703126403662
1617,ID,Female,323.0,34,3,T2,50.0,-0.49624421501967403
1618,NC,U,317.0,86,5,T2,5.0,-0.6144684247257568
1619,KY,Male,314.0,88,12,C3,20.0,-0.8341780219660293
1620,FL,Male,323.0,33,15,U4,15.0,-0.7878940651988637
1621,MI,Male,325.0,48,13,U4,15.0,-1.1506292505915683
1622,IL,Female,455.0,63,8,S1,10.0,-0.045067799499239794
1623,CA,Female,754.0,28,15,S1,15.0,1.6873666295486252
1624,FL,Female,321.0,11,7,U3,10.0,-0.3711212464192138
1625,CA,Female,537.0,42,5,U2,5.0,0.6689866650742632
1626,IL,Male,1217.0,45,22,S1,20.0,2.7493664475069446
1627,CA,Female,475.0,62,5,T2,6.0,0.9752652901053307
1628,IN,Female,397.0,71,17,C2,10.0,-0.6533168573520618
1629,FL,Female,356.0,0,5,C2,5.0,-0.2665838474107106
1630,OK,Female,399.0,69,10,S2,20.0,-0.7901723867591488
1631,CA,Female,384.0,58,5,S2,10.0,-0.015942206313870413
1632,WA,U,529.0,48,14,R1,20.0,0.0394914715199048
1633,FL,Male,327.0,17,10,U3,20.0,-0.060531650280424745
1634,IN,Female,471.0,69,16,T2,15.0,-0.5648713021079834
1635,CA,Female,489.0,54,3,S2,4.0,0.779523486216821
1636,CO,Female,331.0,37,13,S3,25.0,-0.02421162310607839
1637,GA,Female,287.0,83,7,R3,10.0,-0.9341742110571442
1638,FL,Female,0.0,0,12,S3,15.0,-4.179469891894217
1639,WA,Female,243.0,59,10,U1,13.0,-0.8747639280769587
1640,FL,Female,288.0,7,15,C3,20.0,-0.7320964331956448
1641,GA,Male,345.0,69,7,S2,11.0,-0.6044143963655184
1642,Arizona,Female,407.0,52,5,U2,8.0,-0.30394270488663794
1643,WA,U,715.0,38,12,S1,20.0,0.879852607726791
1644,MI,Male,473.0,89,4,S2,9.0,-0.5378065853949795
1645,MI,Male,478.0,85,20,S2,25.0,-0.17611163874334154
1646,CA,Male,731.0,41,30,U1,50.0,1.8240953622025435
1647,IN,Male,462.0,79,9,S2,25.0,-0.1928805454912573
1648,MI,Male,328.0,84,10,R2,10.0,-0.6205341092678468
1649,MN,Male,428.0,76,11,S1,10.0,-0.26177566778737754
1650,FL,Male,505.0,27,14,S2,10.0,0.2773972841392874
1651,FL,Female,272.0,22,10,U3,20.0,-0.2859645954008466
1652,NM,Female,273.0,72,14,R2,20.0,-0.7017786047286195
1653,ID,Female,234.0,62,11,C2,5.0,-0.7408780763442601
1654,CA,Female,391.0,24,5,S2,10.0,0.8689582579976503
1655,CA,Female,394.0,62,20,U2,15.0,1.1873148006858014
1656,NC,U,451.0,40,10,C2,10.0,-0.2714067246069612
1657,CA,Female,397.0,46,22,S2,35.0,1.1830115882642607
1658,CA,Female,561.0,55,33,S2,30.0,1.1084317867099656
1659,Arizona,Female,725.0,17,23,0,25.0,0.6976907718994624
1660,CA,Male,405.0,58,7,S2,7.0,0.08410930963129401
1661,GA,Male,286.0,78,15,R3,20.0,-0.8459924312301748
1662,KS,Female,349.0,59,21,R2,26.0,-0.9367065071742326
1663,MI,Female,309.0,93,12,C3,16.0,-1.069802990548157
1664,OK,Male,501.0,66,14,T1,17.0,-0.0008878148182418522
1665,NC,U,336.0,89,9,T2,14.0,-0.7017786047286195
1666,FL,Male,815.0,20,10,C1,17.0,1.895918739993861
1667,Arizona,Male,485.0,42,18,S2,26.0,-0.2973813411869778
1668,OR,Male,359.0,51,12,T2,25.0,-0.6553904922703487
1669,IL,Female,430.0,90,11,R2,25.0,-0.9041474802122478
1670,CA,Female,498.0,48,7,C1,11.0,1.3009050404503457
1671,IL,Female,415.0,73,13,U3,20.0,-0.32879597324634763
1672,Arizona,Female,631.0,42,6,U1,13.0,0.17734285096361926
1673,IL,Female,343.0,80,7,C3,7.0,-0.632741459859293
1674,IN,Female,601.0,64,14,T1,19.0,0.22212629623846739
1675,IL,Female,562.0,86,8,S1,14.0,0.17488869599094653
1676,CA,Male,607.0,39,15,S1,21.0,1.0479514165300992
1677,GA,Male,297.0,55,20,C3,20.0,-0.6889787548829552
1678,TX,Male,271.0,81,10,R3,5.0,-1.1686233711692717
1679,WA,U,718.0,61,6,T1,13.0,1.3002268173997686
1680,IA,Female,416.0,88,15,T2,25.0,-0.47221466174077426
1681,GA,Male,237.0,78,25,R1,25.0,-1.081048395049642
1682,WY,Female,237.0,34,10,C2,10.0,-0.6306998053501719
1683,CA,Female,537.0,47,11,U2,40.0,1.6346367396505423
1684,FL,Female,444.0,17,7,U2,10.0,0.04347630112855345
1685,OR,Male,191.0,53,16,R3,20.0,-0.8459924312301748
1686,MI,Female,515.0,83,6,C2,12.0,-0.5726956435108461
1687,CA,Male,255.0,50,5,U4,6.0,0.30723932509330865
1688,CA,Female,367.0,33,25,S2,25.0,1.321821328160293
1689,MI,Female,357.0,84,7,R2,10.0,-1.1417253537589642
1690,IN,Female,319.0,79,2,R2,5.0,-0.8796178721734655
1691,CA,Female,334.0,26,15,U3,15.0,0.8393199392113883
1692,GA,Female,364.0,81,7,0,10.0,-0.4795676709161707
1693,AL,U,297.0,94,11,R3,17.0,-1.2022817430445254
1694,Tennessee,Female,654.0,44,10,S1,5.0,0.3219728697491794
1695,MI,Male,303.0,77,4,R3,4.0,-1.236852416638056
1696,NC,U,424.0,60,8,R2,10.0,-0.706070663033829
1697,NC,Male,357.0,45,10,C2,20.0,-0.20364377727494642
1698,SC,Female,180.0,78,12,T3,20.0,-0.9936485125000042
1699,CA,Male,423.0,47,10,S2,20.0,1.103211640276859
1700,Arizona,Female,640.0,12,9,C1,10.0,1.1865982266216841
1701,CA,Female,652.0,35,16,U1,25.0,1.8379025541216893
1702,GA,Male,492.0,66,7,T2,11.0,-0.07899664431462551
1703,NV,Male,535.0,26,9,C2,10.0,-0.03252254082139697
1704,IA,Female,304.0,87,11,0,15.0,-1.514328353923679
1705,CA,Female,432.0,37,9,U2,20.0,1.3741982870652079
1706,MN,Female,238.0,83,5,R3,5.0,-1.6101742825974206
1707,OR,Male,275.0,44,18,R2,30.0,-0.5131077982825574
1708,WA,U,461.0,38,5,T2,5.0,0.028818703475306785
1709,TX,Female,470.0,46,10,C2,20.0,-0.7970295518714087
1710,MO,Female,277.0,76,20,R3,20.0,-1.2658575234630518
1711,IN,Female,450.0,76,13,T3,18.0,-0.3455877645590562
1712,MN,Female,392.0,70,3,C2,3.0,-0.18066762584819804
1713,KS,Female,366.0,74,10,T2,14.0,-0.5339800800365458
1714,NC,Male,473.0,25,4,R2,5.0,0.3466303504547643
1715,AL,U,307.0,77,6,S3,5.0,-0.7947401161358346
1716,IN,Male,353.0,56,4,R2,4.0,-0.8412546318230978
1717,FL,Female,478.0,20,4,C2,5.0,-0.17459584284315674
1718,TX,Female,298.0,87,8,R3,10.0,-1.1211843683621177
1719,MI,Male,372.0,78,11,S3,10.0,-0.8651068913792157
1720,FL,Female,299.0,9,7,C2,12.0,-0.4288305312721581
1721,KS,Male,420.0,37,12,S2,23.0,-0.26979745936698285
1722,GA,Female,366.0,22,10,R2,10.0,-0.30723372453588427
1723,CA,Male,322.0,27,7,S3,12.0,1.7009173138932219
1724,IL,Female,393.0,60,14,C1,17.0,-0.4467568894648337
1725,IL,Male,707.0,37,10,U1,15.0,1.664023375273791
1726,GA,Female,364.0,62,10,T2,10.0,-0.30723372453588427
1727,TX,Female,355.0,41,7,S2,8.0,-0.31053168103105677
1728,Tennessee,U,344.0,83,4,T2,3.0,-0.5805616007078276
1729,KS,Male,356.0,67,4,T2,5.0,-0.9857408115615818
1730,OR,Female,356.0,43,20,T3,20.0,-0.3625631948386197
1731,NC,Male,313.0,90,7,T2,12.0,-0.783348439151691
1732,KY,Male,404.0,59,7,S1,5.0,-0.05348462016273352
1733,MO,Female,246.0,73,9,R2,15.0,-1.3157434278602373
1734,MN,Female,618.0,71,25,S1,20.0,0.2517435768221804
1735,MN,Female,373.0,70,28,U3,5.0,-0.4111124038507742
1736,FL,Female,403.0,22,17,C2,15.0,-0.05911982739222171
1737,WA,Female,397.0,48,3,C2,3.0,-0.12095467595695127
1738,CA,Female,579.0,55,4,S1,5.0,1.3009050404503457
1739,AL,Female,475.0,59,10,0,10.0,-0.09767212639971709
1740,WA,Female,476.0,51,7,0,7.0,-0.07187011520822334
1741,TX,Male,746.0,40,9,C1,21.0,-0.05348462016273352
1742,WY,U,338.0,44,6,R2,10.0,-0.43418631653725026
1743,CA,Female,787.0,45,21,T1,20.0,2.8775933858764966
1744,CA,Male,794.0,49,17,S1,40.0,1.9010733528065802
1745,WA,Female,468.0,57,11,T2,15.0,0.03549714846577908
1746,Tennessee,Male,541.0,44,10,C1,10.0,0.16750514826629534
1747,CA,Female,514.0,53,11,S1,20.0,0.9022866235550281
1748,CO,Female,575.0,32,6,T1,7.0,0.42182272588320646
1749,NM,Female,319.0,30,7,T2,5.0,-0.7563774918603543
1750,CA,Male,523.0,50,25,S2,25.0,0.8520775764153921
1751,FL,Male,454.0,36,3,R1,2.0,0.4723350012944444
1752,WI,Female,346.0,65,7,R2,3.0,-0.8771887669098871
1753,CA,Female,662.0,43,19,S1,25.0,1.5270291780433702
1754,WI,Female,375.0,81,3,U1,12.0,-0.3608572546337867
1755,HI,Male,518.0,85,16,S2,20.0,1.254274293908081
1756,CA,Male,322.0,59,9,T2,10.0,-0.760837130845321
1757,FL,Female,505.0,31,13,S1,38.0,-0.08758960516192005
1758,CA,Female,505.0,39,7,S2,10.0,0.9293610382305969
1759,TX,Male,578.0,79,14,R2,50.0,0.19685125308588844
1760,CA,Female,412.0,67,12,T2,16.0,0.37533645748421646
1761,FL,Female,299.0,68,8,R2,5.0,-0.8507464268764371
1762,MI,Male,684.0,79,10,S1,20.0,0.7150703050001119
1763,NC,Male,233.0,75,14,R3,16.0,-1.092390814773971
1764,GA,Female,629.0,41,50,T1,100.0,0.28778465488407784
1765,WA,Female,845.0,46,5,U1,6.0,1.1262278616361328
1766,TX,Female,269.0,85,11,T2,21.0,-1.055879764451308
1767,NC,Male,361.0,74,15,S2,15.0,-0.62662503917123
1768,NV,Female,398.0,19,3,T2,1.0,0.034163588697090234
1769,WY,Female,223.0,61,15,R2,21.0,-0.7519318188550871
1770,CA,Female,407.0,36,9,S2,5.0,0.6369923428739974
1771,IN,Male,511.0,70,20,T2,25.0,-0.16252062299760014
1772,CA,Male,211.0,20,3,U2,4.0,1.132125322121022
1773,TX,Male,488.0,38,13,S1,30.0,-0.5187714060133279
1774,WA,U,417.0,53,9,C1,18.0,0.41861828112524174
1775,IL,Male,375.0,88,6,R2,5.0,-0.8507464268764371
1776,IN,Male,385.0,76,15,C3,20.0,-0.48695668549645404
1777,CA,Male,542.0,47,14,U2,6.0,1.368953305822843
1778,MI,Female,409.0,79,7,T2,7.0,0.00047402885235279466
1779,TX,Male,454.0,62,7,S2,10.0,-0.5570880686073313
1780,MI,Male,328.0,74,4,C3,7.0,-1.092390814773971
1781,NC,Male,540.0,33,25,0,25.0,0.39602572304131267
1782,MI,Male,454.0,88,10,T2,20.0,-0.22226547093138246
1783,CA,Male,523.0,48,13,U2,5.0,1.0263451032232767
1784,LA,U,422.0,65,16,T2,20.0,-0.5339800800365458
1785,KY,Male,419.0,75,6,S2,6.0,-0.357451005669638
1786,NC,Male,381.0,50,7,R2,20.0,-0.06619109866990172
1787,TX,Male,511.0,67,8,C1,8.0,-0.08185595603962731
1788,OR,Female,400.0,45,25,T2,25.0,-0.3338145027105503
1789,MI,Female,332.0,63,3,0,4.0,-0.3970841016545885
1790,CA,Male,290.0,40,11,R2,14.0,-0.2458532295182031
1791,MS,Male,287.0,80,5,R2,6.0,-0.891828010645109
1792,CA,Male,857.0,49,21,S1,26.0,2.826433964776484
1793,CA,Female,588.0,48,24,S1,25.0,1.4789539746726854
1794,CA,Male,641.0,56,14,C1,16.0,1.8256928219647075
1795,CA,Female,445.0,61,6,S2,17.0,0.4035882155844508
1796,KS,Female,255.0,78,5,R3,5.0,-1.58015466368766
1797,GA,Female,660.0,60,8,C1,10.0,0.31065030639933716
1798,MI,Female,511.0,81,20,S2,27.0,-0.0847202695315243
1799,IA,Female,321.0,56,5,0,10.0,-1.1153746298325582
1800,MO,Male,300.0,79,4,R3,4.0,-0.9700633940270411
1801,NC,Female,323.0,84,8,R2,10.0,-0.5590300505263865
1802,CA,Female,533.0,59,9,R1,5.0,1.3656685471454277
1803,MN,Female,265.0,62,4,C3,5.0,-0.5609745782327703
1804,FL,Male,296.0,15,7,T2,5.0,-0.32046751350736113
1805,KY,Male,393.0,67,17,R2,20.0,-0.2957452832910233
1806,MN,Male,519.0,87,4,S2,5.0,-0.30394270488663794
1807,MI,Female,272.0,87,13,R2,12.0,-0.9215828101806438
1808,OK,Male,315.0,56,11,T2,20.0,-0.7190244091553011
1809,TX,Female,454.0,40,20,C1,25.0,-0.3088818335551389
1810,MI,Male,481.0,73,10,S2,13.0,-0.2827178527806204
1811,TX,Male,750.0,43,12,C1,15.0,0.2900846383732404
1812,MI,Female,224.0,62,9,U4,10.0,-1.422012005054404
1813,SC,Female,277.0,83,9,R2,21.0,-0.7386775896584598
1814,MT,Male,362.0,68,8,T2,7.0,-0.5320705031794757
1815,LA,Female,401.0,70,6,S2,10.0,-0.23165858622031768
1816,Tennessee,Female,386.0,68,4,S2,4.0,-0.3866463605068117
1817,IL,Male,478.0,72,8,S2,12.0,0.1021440217133138
1818,IN,Female,381.0,82,5,R2,10.0,-0.6741878360342769
1819,FL,Female,521.0,21,17,0,24.0,-0.30229978580689465
1820,CA,Male,606.0,55,25,T1,35.0,1.4169793811667353
1821,ID,Female,531.0,43,9,U2,17.0,-0.04927083623243834
1822,GA,Female,380.0,57,13,C2,33.0,-0.357451005669638
1823,CA,Male,400.0,79,13,R2,10.0,-0.3188071451347322
1824,WI,U,414.0,86,22,C3,10.0,-0.32212965054446735
1825,TX,Male,811.0,34,15,C1,15.0,0.5154090506326267
1826,CA,Female,503.0,35,9,S1,13.0,1.7199732273412272
1827,WA,Female,371.0,47,10,S3,15.0,-0.13567743371817365
1828,TX,Female,432.0,53,15,S1,20.0,-0.29411093030880936
1829,NC,Female,300.0,83,12,R2,16.0,-0.6144684247257568
1830,WA,Female,421.0,49,14,C2,20.0,0.171200886104598
1831,CA,Female,768.0,69,12,S1,15.0,1.7951454227778232
1832,MI,Female,350.0,75,5,T3,10.0,-0.760837130845321
1833,IL,Female,805.0,54,3,U1,10.0,1.1966075213408367
1834,MN,Female,932.0,62,25,S1,25.0,1.9353119905630436
1835,TX,Female,557.0,52,15,S1,20.0,0.2113392749332215
1836,CA,Female,254.0,31,6,U2,10.0,-0.06619109866990172
1837,CA,Male,336.0,63,4,S2,21.0,-0.05489161412565904
1838,NC,U,322.0,73,9,C2,10.0,-0.6847372896374674
1839,TX,Female,377.0,67,22,R2,30.0,-0.354052233400387
1840,LA,Female,441.0,55,12,C1,20.0,-0.32212965054446735
1841,MO,Male,426.0,83,26,S2,30.0,-0.2810969920407061
1842,MO,Female,319.0,74,5,T2,10.0,-0.7675529997275335
1843,MO,Female,950.0,68,9,C1,17.0,1.1009702992800579
1844,FL,Male,453.0,13,6,C2,6.0,-0.057709215342130006
1845,MT,Male,308.0,55,11,T2,12.0,-0.8651068913792157
1846,TX,Female,270.0,35,7,U1,5.0,0.28432902346618955
1847,GA,Female,304.0,64,5,R2,5.0,-0.6533168573520618
1848,CA,Female,450.0,61,9,S2,5.0,0.3466303504547643
1849,TX,Female,299.0,63,8,U3,10.0,-1.230496375888715
1850,Tennessee,Female,548.0,58,12,C2,21.0,-0.017317580840372594
1851,MD,Female,425.0,71,11,0,10.0,-0.06619109866990172
1852,TX,Female,563.0,53,17,S1,23.0,0.030156525652356637
1853,KY,Female,376.0,83,12,T2,15.0,-0.31218327122925493
1854,OK,Male,398.0,29,5,T1,8.0,-0.23322951498396624
1855,WI,U,327.0,81,5,R2,10.0,-0.6826212246266676
1856,GA,Male,299.0,88,8,R2,10.0,-0.8318271128969792
1857,CO,Female,325.0,36,11,T2,25.0,-0.6637147829692871
1858,SD,Female,274.0,61,8,R2,5.0,-0.9571365026048338
1859,IN,Male,371.0,76,25,R2,25.0,-0.4449547206368247
1860,IN,Female,527.0,71,5,R1,12.0,-0.20982688968123916
1861,NM,Female,426.0,40,8,S1,5.0,0.11236411673869719
1862,KS,Female,399.0,18,5,S1,7.0,0.09315066686052671
1863,CA,Female,273.0,56,6,U3,8.0,0.28317563340966323
1864,CA,Female,782.0,31,5,C1,9.0,2.629208301957156
1865,CA,Female,892.0,54,19,S1,35.0,2.834856044010095
1866,Tennessee,Female,606.0,53,15,C1,17.0,0.00862177812819654
1867,WI,U,414.0,89,8,R2,12.0,-0.5609745782327703
1868,WA,Female,586.0,53,9,S1,14.0,0.7645006536769542
1869,MI,Female,293.0,85,6,R2,6.0,-0.8796178721734655
1870,CO,Female,360.0,58,25,S2,20.0,-0.30723372453588427
1871,Tennessee,Male,270.0,79,5,T3,10.0,-0.8224628679896924
1872,CA,Female,523.0,65,12,S1,10.0,1.4969539512156338
1873,CA,Female,532.0,63,9,U1,5.0,1.1540895381403706
1874,CA,Female,319.0,57,2,S2,3.0,0.23047008742724787
1875,TX,Male,255.0,85,7,U4,10.0,-1.0503512754599025
1876,MI,Male,364.0,80,7,S3,10.0,-0.9417852772587388
1877,IL,Female,350.0,40,11,U2,17.0,0.11998906458284264
1878,MI,Female,453.0,70,9,S2,15.0,-0.2827178527806204
1879,CA,Male,432.0,58,12,C2,12.0,0.45879322983108795
